अभिमन्त्रयते	abhimantrayate	verb
अभिमन्दति	abhimandati	verb
अभिमन्दते	abhimandate	verb
अभिमन्यते	abhimanyate	verb
अभिमर्दति	abhimardati	verb
अभिमाति	abhimāti	verb
अभिमाद्यति	abhimādyati	verb
अभिमायते	abhimāyate	verb
अभिमार्जति	abhimārjati	verb
अभिमिथति	abhimithati	verb
अभिमिथते	abhimithate	verb
अभिमिमीते	abhimimīte	verb
अभिमिहति	abhimihati	verb
अभिमुखयति	abhimukhayati	verb
अभिमुञ्चति	abhimuñcati	verb
अभिमुञ्चते	abhimuñcate	verb
अभिमृक्षति	abhimṛkṣati	verb
अभिमृद्	abhimṛd	verb
अभिमेहति	abhimehati	verb
अभिम्रक्षति	abhimrakṣati	verb
अभियाचति	abhiyācati	verb
अभियाचते	abhiyācate	verb
अभियाति	abhiyāti	verb
अभियुङ्क्ते	abhiyuṅkte	verb
अभियुञ्जति	abhiyuñjati	verb
अभिरक्षते	abhirakṣate	verb
अभिरमते	abhiramate	verb
अभिराजति	abhirājati	verb
अभिरायति	abhirāyati	verb
अभिरेषति	abhireṣati	verb
अभिरोचते	abhirocate	verb
अभिरौति	abhirauti	verb
अभिलषति	abhilaṣati	verb
अभिलुम्पति	abhilumpati	verb
अभिलुम्पते	abhilumpate	verb
अभिवक्ति	abhivakti	verb
अभिवदति	abhivadati	verb
अभिवधयति	abhivadhayati	verb
अभिवन्दते	abhivandate	verb
अभिवर्धते	abhivardhate	verb
अभिवर्षति	abhivarṣati	verb
अभिवल्गति	abhivalgati	verb
अभिवाति	abhivāti	verb
अभिविजङ्गहे	abhivijaṅgahe	verb
अभिविज्वलति	abhivijvalati	verb
अभिविपश्यति	abhivipaśyati	verb
अभिविबुध्यते	abhivibudhyate	verb
अभिविभजते	abhivibhajate	verb
अभिविभाति	abhivibhāti	verb
अभिविमथति	abhivimathati	verb
अभिवियाति	abhiviyāti	verb
अभिविराजति	abhivirājati	verb
अभिविराजते	abhivirājate	verb
अभिविहरति	abhiviharati	verb
अभिवीक्षते	abhivīkṣate	verb
अभिवेति	abhiveti	verb
अभिवेवेक्ति	abhivevekti	verb
अभिव्याहरति	abhivyāharati	verb
अभिशङ्कते	abhiśaṅkate	verb
अभिशब्दयति / -ति	abhiśabdayati / -ti	verb
अभिशाम्यति	abhiśāmyati	verb
अभिशासति	abhiśāsati	verb
अभिशेते	abhiśete	verb
अभिशोचति	abhiśocati	verb
अभिशंसति	abhiśaṃsati	verb
अभिश्रदधाति	abhiśradadhāti	verb
अभिश्रयति	abhiśrayati	verb
अभिश्वसिति	abhiśvasiti	verb
अभिषचते	abhiṣacate	verb
अभिषजति	abhiṣajati	verb
अभिषहति	abhiṣahati	verb
अभिषहते	abhiṣahate	verb
अभिषिञ्चति	abhiṣiñcati	verb
अभिषिञ्चते	abhiṣiñcate	verb
अभिषुण्वति	abhiṣuṇvati	verb
अभिषुवति	abhiṣuvati	verb
अभिष्टौति	abhiṣṭauti	verb
अभिष्यन्दते	abhiṣyandate	verb
अभिसङ्क्षिपति	abhisaṅkṣipati	verb
अभिसङ्ख्याति	abhisaṅkhyāti	verb
अभिसङ्गच्छते	abhisaṅgacchate	verb
अभिसञ्चिन्तयति	abhisañcintayati	verb
अभिसञ्चूर्णयति	abhisañcūrṇayati	verb
अभिसञ्जानाति	abhisañjānāti	verb
अभिसञ्जानीते	abhisañjānīte	verb
अभिसञ्ज्वरति	abhisañjvarati	verb
अभिसन्तनोति	abhisantanoti	verb
अभिसन्त्यजति	abhisantyajati	verb
अभिसन्दधाति	abhisandadhāti	verb
अभिसपति	abhisapati	verb
अभिसमस्यति	abhisamasyati	verb
अभिसमिति	abhisamiti	verb
अभिसमिन्धे	abhisamindhe	verb
अभिसमियर्ति	abhisamiyarti	verb
अभिसमृणोति	abhisamṛṇoti	verb
अभिसमृण्वति	abhisamṛṇvati	verb
अभिसम्प्रजहाति	abhisamprajahāti	verb
अभिसम्प्रेक्षते	abhisamprekṣate	verb
अभिसम्प्लवते	abhisamplavate	verb
अभिसम्बध्नाति	abhisambadhnāti	verb
अभिसम्बध्यते	abhisambadhyate	verb
अभिसम्भवति	abhisambhavati	verb
अभिसम्रिच्छति	abhisamricchati	verb
अभिसरति	abhisarati	verb
अभिसर्पति	abhisarpati	verb
अभिसान्त्वयति	abhisāntvayati	verb
अभिसावकीयति	abhisāvakīyati	verb
अभिसिषक्ति	abhisiṣakti	verb
अभिसीदति	abhisīdati	verb
अभिसृजति	abhisṛjati	verb
अभिसंनमति	abhisaṃnamati	verb
अभिसंनयति	abhisaṃnayati	verb
अभिसंनवते	abhisaṃnavate	verb
अभिसंनह्यति	abhisaṃnahyati	verb
अभिसंयच्छति	abhisaṃyacchati	verb
अभिसंयाति	abhisaṃyāti	verb
अभिसंरभते	abhisaṃrabhate	verb
अभिसंवसते	abhisaṃvasate	verb
अभिसंवित्ते	abhisaṃvitte	verb
अभिसंविशति	abhisaṃviśati	verb
अभिसंविशते	abhisaṃviśate	verb
अभिसंवीषते	abhisaṃvīṣate	verb
अभिसंवृणुते	abhisaṃvṛṇute	verb
अभिसंवृणोति	abhisaṃvṛṇoti	verb
अभिसंवेत्ति	abhisaṃvetti	verb
अभिसंश्रयति	abhisaṃśrayati	verb
अभिसंसरति	abhisaṃsarati	verb
अभिसंस्करोति	abhisaṃskaroti	verb
अभिसंस्तौति	abhisaṃstauti	verb
अभिसंस्पृशति	abhisaṃspṛśati	verb
अभिसंस्मरति	abhisaṃsmarati	verb
अभिसंस्वजते	abhisaṃsvajate	verb
अभिसंस्वरति	abhisaṃsvarati	verb
अभिसंहन्ति	abhisaṃhanti	verb
अभिस्कन्दति	abhiskandati	verb
अभिस्पृशति	abhispṛśati	verb
अभिस्वरति	abhisvarati	verb
अभिहन्ति	abhihanti	verb
अभिहरति	abhiharati	verb
अभीन्दधे	abhīndadhe	verb
अभ्यजति	abhyajati	verb
अभ्यञ्जते	abhyañjate	verb
अभ्यञ्जयति	abhyañjayati	verb
अभ्यतिक्रमति	abhyatikramati	verb
अभ्यतिवदति	abhyativadati	verb
अभ्यत्यर्जति	abhyatyarjati	verb
अभ्यनक्ति	abhyanakti	verb
अभ्यनुजानाति	abhyanujānāti	verb
अभ्यनुयुनक्ति	abhyanuyunakti	verb
अभ्यनुशास्ति	abhyanuśāsti	verb
अभ्यनुसरति	abhyanusarati	verb
अभ्यन्तरी करोति	abhyantarī karoti	verb
अभ्यन्तरीकरोति	abhyantarīkaroti	verb
अभ्यर्थयते	abhyarthayate	verb
अभ्यर्दति	abhyardati	verb
अभ्यर्षति	abhyarṣati	verb
अभ्यवकीर्यते	abhyavakīryate	verb
अभ्यवगाहते	abhyavagāhate	verb
अभ्यवचरति	abhyavacarati	verb
अभ्यवज्वलति	abhyavajvalati	verb
अभ्यवति	abhyavati	verb
अभ्यवदधाति	abhyavadadhāti	verb
अभ्यवमन्यते	abhyavamanyate	verb
