यथाकल्पम्	yathākalpam	adverb
यथाकामम्	yathākāmam	adverb
यथाक्रमम्	yathākramam	adverb
यथातत्त्व	yathātattva	adverb
यथातथम्	yathātatham	adverb
यथादेसम्	yathādesam	adverb
यथानियम	yathāniyama	adverb
यथानुपूर्व्य	yathānupūrvya	adverb
यथान्यायम्	yathānyāyam	adverb
यथापेक्ष	yathāpekṣa	adverb
यथाप्राप्तम्	yathāprāptam	adverb
यथाभ्यासम्	yathābhyāsam	adverb
यथामति	yathāmati	adverb
यथायथम्	yathāyatham	adverb
यथायोग्यम्	yathāyogyam	adverb
यथारीति	yathārīti	adverb
यथालाभ	yathālābha	adverb
यथालाभम्	yathālābham	adverb
यथावत्	yathāvat	adverb
यथाविधि	yathāvidhi	adverb
यथाविभव	yathāvibhava	adverb
यथावृत्तम्	yathāvṛttam	adverb
यथावृद्ध	yathāvṛddha	adverb
यथाव्यवहारम्	yathāvyavahāram	adverb
यथाशास्त्र	yathāśāstra	adverb
यथाश्रद्धम्	yathāśraddham	adverb
यथासुखम्	yathāsukham	adverb
यदा	yadā	conj.
यदि न	yadi na	conj.
यदुच्छया	yaducchayā	adverb
यदृच्छया	yadṛcchayā	adverb
यदृच्छयाम्	yadṛcchayām	adverb
यद् तद्	yad tad	adverb
यद्यपि - तथापि	yadyapi -  tathāpi	conj.
यद्वत् ... तद्वत्	yadvat ... tadvat	conj.
यद्वा ... यदि वा	yadvā ... yadi vā	conj.
यस्मात् ... तस्मात्	yasmāt ... tasmāt	conj.
यात्	yāt	adverb
यावज्जन्म	yāvajjanma	adverb
यावज्जीवम्	yāvajjīvam	adverb
यावज्जीवेन	yāvajjīvena	adverb
यावत्	yāvat	conj.
यावत् ... तावत्	yāvat ... tāvat	conj.
यावदायुस्	yāvadāyus	adverb
यावद्	yāvad	adverb
यावद्ग्लनि	yāvadglani	adverb
रतिमात्रम्	ratimātram	adverb
रम्यम्	ramyam	adverb
रयेण	rayeṇa	adv.
रविवारे	ravivāre	adverb
रविवासरे	ravivāsare	adverb
रहस्	rahas	adverb
रागपूर्वम्	rāgapūrvam	adverb
रुचिरम्	ruciram	adverb
रे	re	adverb
लघुलघु	laghulaghu	adverb
लब्ध्वा	labdhvā	gerund
लीलावत्	līlāvat	adverb
लौकिकतया	laukikatayā	adverb
लौकिकरीत्या	laukikarītyā	adverb
वट्	vaṭ	adverb
वतु	vatu	interj.
वत्सरे वत्सरे	vatsare vatsare	adverb
वस्तुतस्	vastutas	adverb
वस्तुतस्	vastutas	adv.
वस्तुतः	vastutaḥ	adv.
वस्तुतः	vastutaḥ	adverb
वा	vā	adverb
वाचा	vācā	adverb
वामतया	vāmatayā	adverb
वामशीलतया	vāmaśīlatayā	adverb
वारं वारम्	vāraṃ vāram	adverb
वि	vi	adverb
विकसितुम्	vikasitum	infinitive
विकस्य	vikasya	gerund
वितरम्	vitaram	adverb
विभागेन	vibhāgena	adverb
विमृश्य	vimṛśya	absol.
विरोथुम्	virothum	prefix
विलक्षम्	vilakṣam	adverb
विशेषतस्	viśeṣatas	adv.
विशेषतः	viśeṣataḥ	adverb
विश्रब्धम्	viśrabdham	adverb
विश्वतस्	viśvatas	adverb
विश्वतः	viśvataḥ	adverb
विष्टभ्य	viṣṭabhya	gerund
विष्वक्	viṣvak	adverb
विस्तरतः	vistarataḥ	adverb
विस्तरशस्	vistaraśas	adverb
विस्वरम्	visvaram	adverb
विहा	vihā	adverb
विहायसा	vihāyasā	adverb
वृत्	vṛt	adverb
वृथक्	vṛthak	adverb
वृथा	vṛthā	adverb
वेगेन	vegena	adverb
वै	vai	adverb
व्यक्तम्	vyaktam	adverb
व्याजेन	vyājena	adverb
व्रजित्वा	vrajitvā	gerund
शनैः	śanaiḥ	adv.
शप्	śap	adverb
शयित्वा	śayitvā	gerund
शश्वत्	śaśvat	adverb
शान्तभावेन	śāntabhāvena	adverb
शांतम्	śāṃtam	adverb
शीघ्रतरम्	śīghrataram	adverb
शीघ्रम्	śīghram	adverb
शु	śu	adverb
शुचि	śuci	adverb
शुद्धम्	śuddham	adverb
शेषे	śeṣe	adverb
श्रद्धया	śraddhayā	adverb
श्रोतुम्	śrotum	infinit.
श्लथम्	ślatham	adverb
श्वस्	śvas	adverb
ष्ट्वा	ṣṭvā	gerund
स	sa	adverb
सकृत्	sakṛt	adverb
सकोपम्	sakopam	adverb
सक्रोधम्	sakrodham	adverb
सखेदम्	sakhedam	adverb
सगौरवम्	sagauravam	adverb
सङ्घशः	saṅghaśaḥ	adverb
सचेतनवत्	sacetanavat	adverb
सततम्	satatam	adverb
सतस्	satas	adverb
सत्	sat	adverb
सत्यम्	satyam	adverb
सत्रा	satrā	adverb
सत्वरम्	satvaram	adverb
सदयम्	sadayam	adverb
सदिवस्	sadivas	adverb
सद्भावेन	sadbhāvena	adverb
सद्यस्	sadyas	adverb
सद्यः	sadyaḥ	adverb
सनराश्य	sanarāśya	adverb
सनितुर्	sanitur	adverb
सनुतर्	sanutar	adverb
सन्त्वरा	santvarā	adverb
सन्धारयति	sandhārayati	adverb
सपद्येव	sapadyeva	adverb
सप्रश्रयम्	sapraśrayam	adverb
सबीभत्सम्	sabībhatsam	adverb
सभ्रूक्षेपम्	sabhrūkṣepam	adverb
सभ्रूभङ्गम्	sabhrūbhaṅgam	adverb
समकालम्	samakālam	adverb
समना	samanā	adverb
समन्ततः	samantataḥ	adverb
समन्तात्	samantāt	adverb
समम्	samam	adverb
समह	samaha	adverb
समावत्	samāvat	adverb
समीक्ष्य	samīkṣya	absol.
समीपम्	samīpam	adverb
सम्	sam	adverb
सम्प्रदायतः	sampradāyataḥ	adverb
सम्भूय	sambhūya	adverb
सम्यक्	samyak	adverb
सरभसम्	sarabhasam	adverb
सरलमार्गेण	saralamārgeṇa	adverb
सरागम्	sarāgam	adverb
सर्वकालम्	sarvakālam	adverb
सर्वतस्	sarvatas	adverb
सर्वतः	sarvataḥ	adverb
सर्वत्र	sarvatra	adverb
सर्वथा	sarvathā	adverb
सर्वदा	sarvadā	adverb
सर्वशस्	sarvaśas	adverb
सर्वात्मना	sarvātmanā	adverb
सविनय	savinaya	adverb
सविनयम्	savinayam	adverb
सविशेषम्	saviśeṣam	adv.
सविषादम्	saviṣādam	adverb
सवीर्यम्	savīryam	adverb
सशब्दम्	saśabdam	adverb
ससत्त्वम्	sasattvam	adverb
ससंरम्भम्	sasaṃrambham	adverb
सहसा	sahasā	adverb
सहस्रकृत्वः	sahasrakṛtvaḥ	adverb
सहस्रधा	sahasradhā	adverb
सहस्रशः	sahasraśaḥ	adverb
सह्नाय	sahnāya	adverb
साकम्	sākam	adverb
साकल्येन	sākalyena	adverb
साक्षात्	sākṣāt	adverb
सादरम्	sādaram	adverb
साधारणतः	sādhāraṇataḥ	adverb
सानुकम्पम्	sānukampam	adverb
सानुरागम्	sānurāgam	adverb
सामर्षम्	sāmarṣam	adverb
सामान्यतस्	sāmānyatas	adverb
सामान्यतः	sāmānyataḥ	adverb
सामि	sāmi	adverb
सायम्	sāyam	adverb
सारल्येन	sāralyena	adverb
सावज्ञम्	sāvajñam	adverb
सावधानम्	sāvadhānam	adverb
साहसेन	sāhasena	adverb
सिद्धम् !	siddham !	adverb
सीम्	sīm	adverb
सु	su	adverb
सु-	su-	prefix
सुख-चारु	sukha-cāru	adverb
सुखम्	sukham	adverb
सुखेन	sukhena	adverb
सुगूढम्	sugūḍham	adverb
सुतराम्	sutarām	adverb
सुप्रभम्	suprabham	adverb
सुप्रसिद्धम्	suprasiddham	adverb
सुभगम्	subhagam	adverb
सुविधया	suvidhayā	adverb
सुष्ठु	suṣṭhu	adverb
सुस्पष्तम्	suspaṣtam	adverb
सुस्वरम्	susvaram	adverb
सेवितुम्	sevitum	infinit.
सैमक्षम्	saimakṣam	adverb
सोढम्	soḍham	adverb
सोद्वेगम्	sodvegam	adverb
सोध्यमम्	sodhyamam	adverb
सोपहासम्	sopahāsam	adverb
संवेष्ट्य	saṃveṣṭya	gerund
संश्रुत्य	saṃśrutya	gerund
स्तोकेन	stokena	adverb
स्नात्वा	snātvā	gerund
स्पष्टम्	spaṣṭam	adverb
स्पुटम्	spuṭam	adverb
स्यूत्वा	syūtvā	absolut.
स्व-	sva-	prefix
स्वच्छन्दम्	svacchandam	adverb
स्वधा	svadhā	adverb
स्वभावतस्	svabhāvatas	adv.
स्वयम्चालितम्	svayamcālitam	adverb
स्वर्	svar	adverb
स्वस्थम्	svastham	adverb
स्वागतम्	svāgatam	interj.
स्वारस्य	svārasya	adverb
स्वार्थम्	svārtham	adverb
स्विद्	svid	adverb
स्वेच्छम्	sveccham	adverb
स्वैरम्	svairam	adverb
ह	ha	adverb
हस्	has	adverb
हा	hā	adverb
हा	hā	interj.
हावभावेन	hāvabhāvena	adverb
हि	hi	adverb
हित्वा	hitvā	gerund
हु	hu	adverb
हू	hū	adverb
हृत्वा	hṛtvā	gerund
ह्यस्	hyas	adverb
